50.5	100.0	3.5871668713884604	500.0	-0.0	-0.0	0.0
51.94743394409249	99.79292161564224	3.375124724426542	500.0	-0.0	-0.0	91.83260138826908
56.2826816853853	99.30354844051806	3.310311171165396	500.0	-0.0	-0.0	92.84469859772118
63.48461532914149	99.04467129407033	3.2678454176752454	500.0	-0.0	-0.0	92.4753080442174
73.51813614398384	98.58068960221925	3.226521127956654	500.0	-0.0	-0.0	92.09666223497146
86.33434561608694	98.30267065754484	3.1863166715873037	500.0	-0.0	-0.0	91.71146073736858
101.8092209456125	101.37850300454764	3.1472107855929035	499.6978947678331	229.701867167955	-0.0	91.33737038279816
119.10837129693086	111.67832807233928	3.109182884302008	496.07763551208075	954.0336970005135	-0.0	91.96843378630861
137.11961911856034	113.51192863460925	3.072217866302093	487.00794927227196	1700.5711053302089	-0.0	95.98763137951273
155.5088426818887	120.17528195472521	3.036313905070454	474.2707114509446	2080.471386267431	-0.0	102.33693445305754
174.08135316360386	128.99439365713832	3.001479311629853	459.4774133559408	2350.1388340993876	-0.0	109.86306037559609
192.37909282164307	138.42682047186344	2.967727654523059	443.04025388248823	2570.827369320625	-0.0	118.33492033846798
209.96209569280012	148.60898054137323	2.935076313332692	425.3054868955023	2741.4880277049897	-0.0	127.53927187341301
226.42423182457574	159.2214568491572	2.9035455318908783	406.5762096470823	2869.2054535164907	-0.0	137.30492478780414
241.41285706684218	170.12485144195446	2.873157607709434	387.1355492806482	2955.127863400964	-0.0	147.46841714421834
254.64562131502956	181.14214538156682	2.8439361614474956	367.257476999778	3000.6958862652486	-0.0	157.8720482995589
265.92164319220126	192.12041443587853	2.8159054490212685	347.2077419347377	3006.767454035901	-0.0	168.36895816609413
275.1320312320603	202.9072253496882	2.7890897053031978	327.2462674230569	2974.4812523515056	-0.0	178.8167248410144
282.26423972857594	213.3677254259088	2.7635125168850836	307.6242231481785	2905.137346508204	-0.0	189.07840238264245
287.4037239540178	223.3693339818164	2.739196225800132	288.5821158618147	2800.7521796108044	-0.0	199.0143760604705
