pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
14.339878691452254,4.083925767348038,100.0,5.69270894774507,400.0,20.0,-0.0,-0.0,0.0,0.0
14.762410393106581,0.6405842965821174,99.97638763560663,5.424690349018566,400.0,8.782544374934352,-0.0,-0.0,15.313350033089304,149.0284477715042
16.02794651222685,0.5999717149307211,99.77047504193982,5.134432225712024,400.0,8.552458892169616,-0.0,-0.0,63.679252736315405,161.92483871575874
18.130320124668525,0.6307049984081037,99.30460221092466,4.832832955855028,400.0,8.539206813546981,-0.0,-0.0,103.99319615515144,162.45726007513542
21.059286419244106,0.6660714141319162,98.71868286899324,4.530395279739636,400.0,8.521465503456483,-0.0,-0.0,106.38133699483518,162.0500968128438
24.800572620417938,0.7034893685485829,98.21066179422652,4.236933547189951,400.0,8.494437778212207,-0.0,-0.0,79.24768652737446,161.53951957461263
29.33594753916503,0.7422146065743518,97.8619529350724,3.961259472967696,400.0,8.462271558385588,-0.0,-0.0,52.431408713217444,160.85700913485607
34.64331041307472,0.7814565493566401,97.6041648661745,3.7109480090807985,400.0,8.433626565839628,-0.0,-0.0,47.230871342064326,160.02587538865896
40.69679860278313,0.8200538089157701,97.31588381496441,3.4921684202197976,400.0,8.422967496136105,-0.0,-0.0,61.593433242020176,159.18081731569313
47.46691361993286,0.8564219597934769,96.9353574536115,3.309557278034257,400.0,8.452123317161197,-0.0,-0.0,78.24601662238123,158.43413258273387
54.920664872529365,0.888870048999983,96.49376066301599,3.166117631069384,400.0,8.549865735327778,-0.0,-0.0,82.86658871858556,157.79160367225816
63.021730427225435,0.9164893433396909,96.06421919955726,3.063140662046784,400.0,8.74612944426004,-0.0,-0.0,74.81599002254077,157.1772258168022
71.7306340051457,0.9405160970960265,95.69126173080002,3.000158575068723,400.0,9.058845705745451,-0.0,-0.0,63.86334532180973,156.5168418945961
81.00493734875215,0.9664596726069304,95.36257859400294,2.957421866164457,400.0,9.469324949849883,-0.0,-0.0,59.41344450858474,155.79745797241307
90.79944702235422,0.9956834719703165,95.03491889529285,2.9164393061001395,400.0,9.931703894783686,-0.0,-0.0,63.011959989806215,155.06045997842227
99.75043232034986,1.0269995065692925,98.81148826251412,2.877166584709212,394.75263681722373,10.42718618499974,1550.3860125979904,-0.0,182.0746599099796,154.39105920890748
107.09523447698513,1.060103619428801,105.61313792873129,2.839560798927476,383.209979221748,10.950959448928131,1947.8622034245182,-0.0,824.056696851611,155.20499106638493
113.22128704849969,1.0949242726351003,110.91857593248746,2.8035879035616778,368.57419174241977,11.501891813718672,2427.9498464736284,-0.0,1575.4965878103067,160.2737521880608
117.92597793396004,1.131446612591746,115.05323977365741,2.7692340619844105,351.27249190567204,12.079748265772785,2711.8646150526647,-0.0,2008.0111596934667,169.98474205448665
121.56017194254582,1.1696598683041812,118.76519970257958,2.7365070382151107,333.1395669988323,12.684358386417763,2674.9072758347306,-0.0,1984.6123970033275,182.20059059114476
124.7745456239978,1.2095421617170707,122.59907632173778,2.7054261391773387,316.2217378767159,13.315376021068525,2359.915552257248,-0.0,1634.3719899308896,194.03331975991009
128.14274248092215,1.2510562627873099,126.65492239857178,2.6760087292282706,301.78410745068226,13.972212115994015,1951.619689083132,-0.0,1198.8603102858115,203.479989832648
131.8479759615125,1.2941486830931273,130.77368315686405,2.6482609118498806,289.86610225074355,14.654020377400693,1658.3695546831634,-0.0,880.4435820597529,210.08045353008046
135.6280769603503,1.3387499374109633,134.77528176750724,2.6221754754038917,279.5535501195762,15.359701410101836,1477.5505722912744,-0.0,764.3331301927899,214.63721664753578
139.13031035091194,1.38477536931524,138.33975223195787,2.5977357589625356,269.9572119620909,16.087915780156848,1422.6133643834544,-0.0,812.8971217150664,218.4507082969616
142.07704030697562,1.4321263977684109,141.31511785846973,2.5749218083492194,260.51337242747684,16.837103738418648,1396.6107074539655,-0.0,916.6614366113884,222.53773843682305
144.43958865400256,1.4806921760140024,143.72024840076827,2.5537151673234613,251.20097288899436,17.60551146753891,1357.0228621065269,-0.0,971.0493815938798,227.2082370811449
146.37224358567664,1.5303516985781722,145.75474912760396,2.534100353180288,242.29746618850294,18.39122441894609,1257.2930496372244,-0.0,929.6142413126831,232.12421296383968
