pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
36.37630368606556,5.814131645299387,100.0,5.69270894774507,400.0,20.0,-0.0,-0.0,0.0,0.0
37.84159994542796,0.565535775384972,99.97843644486862,5.4841629629212,400.0,9.052423335759018,-0.0,-0.0,9.711293405871228,73.66002197982499
42.230348373473724,0.5770015139072553,99.82679671983011,5.245771254583519,400.0,9.006306283726776,-0.0,-0.0,32.282255026746874,73.78583205890102
49.52116271481568,0.6100366630235854,99.54093449685062,4.98739239260115,400.0,8.986398987985227,-0.0,-0.0,43.63839866622083,73.60167317797244
59.67851502337984,0.6465432517435441,99.24395067325031,4.719361886074365,400.0,8.953810400196101,-0.0,-0.0,36.087340972166814,73.43441259803788
72.65290878914999,0.685565429107073,99.03593934606825,4.452034468921632,400.0,8.906594119022053,-0.0,-0.0,21.91406645527027,73.23765835346421
88.38112013335568,0.726785300940243,98.90582874936293,4.195347233995999,400.0,8.84528390511243,-0.0,-0.0,16.26003024959537,73.00701021763355
105.60917288117929,0.7697107844906235,103.50120539453347,3.958440334627825,395.559397021033,8.773114008326981,2032.6377625700563,-0.0,110.14155776387486,72.78604576867731
121.22580167854477,0.8133555184768368,117.09547205429473,3.7493293113046424,379.37459024911925,8.699288930562602,2845.2497365837808,-0.0,1134.4300931169182,73.69802410513523
135.1271478285211,0.8557148006876196,127.7274590531989,3.574630600244643,357.16694504195766,8.643520530202153,3808.3316556769964,-0.0,2561.587496785644,78.32775861737984
145.88305060555484,0.893608322941729,135.6466161579833,3.439333423177807,329.25824768691746,8.641643192900233,4479.219967498833,-0.0,3482.2457966910856,86.9541227586187
153.39332327142807,0.9236459239627567,142.78729498974474,3.346597919636066,298.77157700755043,8.745735364509008,4559.365683085679,-0.0,3547.4362573522226,97.5643545440139
158.87820284640696,0.9453595172301843,150.426622408292,3.2975972066030206,269.7414553935809,9.005877480441615,4070.024282323798,-0.0,2973.515746896133,107.65451534799851
164.0727576774634,0.9678644320654202,158.4515345675213,3.271055387508183,245.09173986756028,9.415329255102922,3319.276622320969,-0.0,2199.543905174361,115.69063506252546
169.9668462643285,0.9945806414829276,166.3757981529315,3.246078417703705,225.32945395731443,9.901400828281876,2653.0085371777627,-0.0,1579.1083533820174,121.40948027630773
176.36095742644227,1.0236678563229455,173.79293007436175,3.2226841815877867,209.15748131043878,10.430610195364347,2243.5092177385454,-0.0,1272.1031269945724,125.49184277999231
182.41513273039314,1.0545717899192057,180.22325802562904,3.2008760823278797,194.95415273143735,10.992872729910447,2072.6973781373977,-0.0,1242.0727434600772,128.8995151136879
187.30997645542848,1.0871338287302512,185.4124477525267,3.180651356806327,181.62455551025803,11.585302635794744,1928.511409789294,-0.0,1321.0029331651604,132.3364205665122
