pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
55.19095637813539,13.205305104004506,100.0,5.69270894774507,400.0,20.0,-0.0,-0.0,0.0,0.0
55.851134132554165,0.5215946692163542,99.95701747692311,5.500801992606621,400.0,9.58818267330035,-0.0,-0.0,13.180221521036692,122.74437493800458
57.828450367017886,0.5484123330989801,99.63051982896668,5.276464739884182,400.0,9.58086272475036,-0.0,-0.0,45.563333066741876,128.03750081326035
61.11326967164492,0.5801822895628713,99.03662512409474,5.0294113435375865,400.0,9.568204727880136,-0.0,-0.0,56.139348482698075,127.7865096315944
65.68958520856319,0.6159488678944423,98.50122639339786,4.770000452527993,400.0,9.549172790469575,-0.0,-0.0,38.04774361936842,127.2884394875695
71.53509671280896,0.6535528088757285,98.19037361045558,4.508802097374652,400.0,9.520669400093208,-0.0,-0.0,21.064006943859713,126.68887136086474
78.62131916093011,0.6937139277153037,97.95285211975154,4.256124917617479,400.0,9.482536291083493,-0.0,-0.0,25.369849841733945,126.02905051617668
86.91372157775461,0.7357789929744659,97.59214742296358,4.021587839432316,400.0,9.433385294554167,-0.0,-0.0,39.63325173637303,125.40848860279873
96.37211856854739,0.779677264562845,97.11680051810235,3.8137393454132993,400.00093405070976,9.37549199064308,-0.0,-0.0,43.463487780992345,124.85644225159328
105.98694349832734,0.8243853016890533,101.99556539176328,3.6397226352878977,396.3741287314371,9.317886851501404,799.1373455484664,-0.0,247.28354410584515,124.45910895887127
115.59727055983005,0.8671269746513687,106.97351410322352,3.504989278230532,389.8262437945845,9.28348770858729,1174.649323439572,-0.0,842.3296469280498,125.68138676951807
124.94796607352298,0.9039884890173939,109.78181977360678,3.4130716393003877,380.685633201182,9.317320104192332,1557.7494689412001,-0.0,1339.2941367784301,129.9418556738038
133.78985880767115,0.9338247061932443,112.73473020401075,3.3654201492534224,369.29610991079363,9.472529060555456,1835.4347105210977,-0.0,1488.8396014891352,136.44462149481672
142.0937713287805,0.9672236814507191,117.64309682969065,3.340301527543391,356.517335648032,9.738746070592317,1977.9049319556223,-0.0,1446.6746724334198,143.532513342422
