pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
15.692461959889611,12.08019279367799,100.0,5.69270894774507,400.0,20.0,-0.0,-0.0,0.0,0.0
16.337523655963068,0.5233605494969955,99.971148348895,5.415584638333919,400.0,9.549772747826013,-0.0,-0.0,13.603990407896001,124.27823142634534
18.26956537554463,0.5500510792945221,99.73901137696126,5.118089317765809,400.0,9.544574224694687,-0.0,-0.0,51.37482537809083,129.90949194479026
21.4791723302701,0.5823349204991939,99.26234377421505,4.811088514075365,400.0,9.53580453050937,-0.0,-0.0,74.84191704968781,129.71904892503514
25.950704190065586,0.617022339813074,98.73466863190707,4.504952861128375,400.0,9.520547833772476,-0.0,-0.0,65.75828522163081,129.32151113802854
31.66237129806355,0.653915500701177,98.34511566411527,4.209276921121001,400.0,9.498777637270454,-0.0,-0.0,41.565986963821324,128.85107861712385
38.58634085102614,0.6929076645391925,98.10093427918193,3.932591379889798,400.0,9.471167366753988,-0.0,-0.0,29.179228616562416,128.27008002843894
46.68887252786191,0.7334465471668219,97.87101569024138,3.682162751344209,400.0,9.439252986585629,-0.0,-0.0,36.87528895662819,127.65045520375273
55.930482905320744,0.7751365771900336,97.54840493999347,3.4638560121897184,400.0,9.40845398366398,-0.0,-0.0,51.6163888289859,127.08507798015532
66.26613785967436,0.8167965399541913,97.14490274728536,3.2820332140406068,400.0,9.389638770845696,-0.0,-0.0,57.304190992375396,126.59422049467904
77.6454720168144,0.8568967763272852,96.74700029972661,3.139470959169707,400.0,9.403111759594024,-0.0,-0.0,50.87647054482246,126.12615671933101
90.01303418139175,0.8941453772864455,96.41324875072512,3.037293004231121,400.0,9.476393820316268,-0.0,-0.0,41.59919717151239,125.6257570220606
102.30712378828426,0.9294540397053298,100.26327413063342,2.9749270583883987,396.0944413633586,9.627587856680192,1429.6327002593493,-0.0,135.89632031293706,125.11176334480756
113.03523943159873,0.9689641258906938,109.17752349691992,2.93280753456989,384.81655988301947,9.836161612251471,1964.106905104406,-0.0,885.9788301252605,125.90721917924509
122.41976939575594,1.0119703018747457,115.73459319076441,2.892667880832724,369.6382686703074,10.063191226807865,2585.570769673791,-0.0,1832.670090260663,130.95540771346242
129.92770344927266,1.0573443661531055,120.68585419682697,2.854490233211331,350.7222479228606,10.302720924305106,3040.0409951916254,-0.0,2383.985770308953,140.65276359090583
135.69404083595754,1.1050577299879623,125.76372694263249,2.818287329160819,329.877020026634,10.554599784788621,3151.2400564420745,-0.0,2389.3433242771,152.73266977644374
