pLV,pLA,pSA,pSV,VLV,VLA,Qav,Qmv,Qs,Qsv
58.08086504871919,5.376022884940216,100.0,5.69270894774507,400.0,20.0,-0.0,-0.0,0.0,0.0
59.88886312717177,0.5771845716865744,99.97702137776659,5.56561368699912,400.0,8.986318833482008,-0.0,-0.0,6.079414289334183,41.37212713747665
65.30404703555855,0.5812144457549466,99.84241696727779,5.398481603715429,400.0,8.919978794042377,-0.0,-0.0,16.462605344717673,41.295717537584636
74.30002872545705,0.6141037876156068,99.63725303818813,5.199647738759718,400.0,8.90098357792734,-0.0,-0.0,17.09224339812871,41.22869000600398
86.83297101525795,0.6505009271612354,99.47968803325969,4.9789989096506,400.0,8.869665561277737,-0.0,-0.0,9.84680763648334,41.156524331797755
102.50062004798437,0.6893630797320931,101.69400545073854,4.7474447973160485,398.6633064118016,8.824372266687549,1257.364151947167,-0.0,27.127914742628867,41.07443953873975
118.52823188153666,0.7302427897823665,116.2792536860262,4.516349966719963,387.75745397164314,8.766240275495445,2099.5231037548747,-0.0,907.598561674059,41.48208276371907
134.03068131949325,0.7725940659348542,128.39485998995707,4.296956977229471,369.7120426409014,8.69983216684535,3323.583879773598,-0.0,2419.61177621969,43.973081068410146
147.02948746996105,0.8153306672643768,137.61389848486152,4.099824775929152,344.0198927360669,8.63576831843376,4295.876442682574,-0.0,3565.7086928952576,48.919102855420554
156.92620849275482,0.8564662445302896,146.0489895612773,3.93429874552631,313.9028518242229,8.594991129379022,4617.288068303294,-0.0,3861.1491055593274,55.288755884984226
164.60745516395517,0.8930850091681005,155.24845439997043,3.80803612519672,283.93200720961397,8.612866593147487,4282.947757959474,-0.0,3449.3992770358527,61.59627594473986
171.65197269970793,0.922383682610326,165.038229421526,3.726613213013024,257.56751260826616,8.737337993414886,3600.407869288777,-0.0,2748.343666203193,66.9339215290928
179.14350558189008,0.9444277208819414,174.7314708655974,3.69323600640702,235.8533033339359,9.010863344001939,2940.6781605496467,-0.0,2117.682970344049,71.08248783992535
187.0649662754299,0.9675688611034272,183.87726338232036,3.684408172913645,217.86129603109163,9.42275485570394,2499.579498734673,-0.0,1741.650887516337,74.28765142497747
194.6289362858292,0.9947145191949716,192.01769754088104,3.675890565480499,202.06238374101417,9.90592318883087,2262.3058900375095,-0.0,1620.0999333524348,77.011682724254
201.03475364561126,1.0241657021390673,198.73564847084,3.6676905733607317,187.4022968089347,10.430127793623544,2122.7920629566293,-0.0,1617.8943327515892,79.63303605430315
